puzzle,solution
406020809000003000059786000005190008301004000900000451070069310104037500003015980,436521879817943265259786143745192638381654792962378451578269314194837526623415987
103006507006007023472030906268079004010043008390258070700014869809000005640000002,183926547956487123472531986268179354517643298394258671725314869839762415641895732
690031258080260700050970100700513604803000001500824007238106000465080310070300800,697431258184265793352978146729513684843697521516824937238156479465789312971342865
001306590000010030000928060000002950920831040000009020104600080603007010080004600,841376592269415837357928164438762951925831746716549328174653289693287415582194673
005430002007908105283150004790000063132009000058074009801790500329605041070001390,915437682467928135283156974794512863132869457658374219841793526329685741576241398
901030040302005080070210000600000002050800179098007064100070008006021900704009506,961738245342695781875214693617943852453862179298157364139576428586421937724389516
807036500060080247019702000570300001286004000901800024048017050000090002000540068,827436519365981247419752836574329681286174395931865724648217953153698472792543168
200000089790200010804036200520079630600000500000005921900007005008400000400002190,265714389793258416814936257521879634649321578387645921932167845158493762476582193
190503060375462018604900300200035049000006023503007081850019000437658190910000807,198573264375462918624981375261835749789146523543297681852719436437658192916324857
542730801907805300836090020204350609080000000001609008465907000020500900700400500,542736891917825364836194725274358619689271453351649278465987132128563947793412586
012000800400901325500023700000802003280070000657004208705600002960030500824705030,312567894476981325598423761149852673283176459657394218735649182961238547824715936
900060004070100305010030009302006510805407900001000006009680001407920600006375492,953762184278149365614538279342896517865417923791253846529684731437921658186375492
600000020000503768738060500485627091902350080310800070523080000807000950060070830,651798423294513768738264519485627391972351684316849275523986147847132956169475832
016790200200005000040000570009000000072000030030876004051000098004060001900010060,516794283297385146348621579469253817872149635135876924651432798724968351983517462
031050000900000001405001072806030000023000640504862009018075000740913080009628010,231759864987246351465381972896134725123597648574862139618475293742913586359628417
070000600480010952600400371157043090904108030800006714700301520010000000500000180,271539648483617952695482371157243896964178235832956714748361529319825467526794183
000700005092050300050000900040030059000018020020040100007900004000073516006000008,361792845792854361854361972148237659975618423623549187517986234289473516436125798
530000209068900003002308176900000064014509800725846901001090002356001090000000615,537164289168972453492358176983217564614539827725846931871695342356421798249783615
583010060400865003000700850020170405150930020890500006908007002005000379002040080,583412967479865213261793854326178495154936728897524136918357642645281379732649581
023096007749280006600000002180007000002004700360002540935601000000459300010020070,823196457749285136651743892184537629592864713367912548935671284278459361416328975
000960050006300901900801240000604025000700608029000007870406510300109782190000060,417962853286345971953871246738694125541723698629518437872436519364159782195287364
000009300785030000000845720010600002600028000032090860027000016450017008000200470,241769385785132649963845721814673952679528134532491867327984516456317298198256473
090000700000148006008000043307250008000483500589000020000002800003075400060090005,194536782732148956658927143347259618216483597589761324475612839923875461861394275
000006071020070368670300400910482005302900784500607020206103000183700050794060210,839246571421579368675318492917482635362951784548637129256193847183724956794865213
100540030060020700400708500000001893800900005090000102020067040000000627740280351,178546239965123784432798516254671893817932465693854172521367948389415627746289351
860007001003010000070600908000039800090081620048256000230065700906170002500002080,869527341453918267172643958621439875395781624748256193234865719986174532517392486
308062005090801032070900010965000080700290600800506497600187000089000000007059000,318762945596841732472935816965374281741298653823516497654187329189623574237459168
005670040040500100080001060763409008810053000004010007301960082600000300400200050,135672849246598173987341265763429518819753426524816937351964782672185394498237651
000025000000090473781060520605907340308002107000003090179030280420801050800049701,934725618562198473781364529615987342398452167247613895179536284423871956856249731
060700000720860000000100040007018500230005000150327800002000478805004003000206950,561743289724869315389152746947618532238495167156327894692531478815974623473286951
004138600082470050000000487000000963300064508058090710810047239700901046200680075,574138692982476351163259487427815963391764528658392714816547239735921846249683175
008000109034059070900401038019370000325100000800000000501200007763915080480630950,258763149134859276976421538619374825325186794847592613591248367763915482482637951
460700100010604208007103006500000603109406752070805401700041020000070900854200007,468752139315694278927183546542917683189436752673825491796341825231578964854269317
000000403094010028318425970006000200500280307007930054079000800062050709053069002,625897413794613528318425976936574281541286397287931654179342865462158739853769142
051460900008051002060002045034070890590000020000000571820506700000004200400920030,251463987948751362763892145134275896597618423682349571829536714376184259415927638
408001205001008000569307801000100000030945718107200609000800070700510400950704003,478691235321458967569327841895176324236945718147283659614839572783512496952764183
968350001375400809200900050700630008003080020000005634590013080180500072030006000,968357241375421869214968753749632518653184927821795634597213486186549372432876195
000000020010782500030096870850001004170300060403000007000403000300059016040067350,785134629619782543234596871856971234172348965493625187568413792327859416941267358
814030072600000801050718609106050087007829410000000305780495000460070090200680004,814936572679542831352718649126354987537829416948167325781495263465273198293681754
000670903140500008063002510350900080010300600706004300431000000080400700070238150,528671943147593268963842517352967481814325679796184325431756892285419736679238154
630902847020408309840013620978236054514897236362541798483620971097184560156379482,631952847725468319849713625978236154514897236362541798483625971297184563156379482
090340806000009001800000004060034000470500003308900060020400608640870302000210509,197342856254689731836751924965134287472568193318927465521493678649875312783216549
905127084164080073087360005609073840050006020040009567008050000016008952572091008,935127684164985273287364195629573841751846329843219567398452716416738952572691438
367205004281004037090008000630451720170632009025000613700080346000703000013040902,367215894281964537594378261639451728178632459425897613752189346946723185813546972
000042907004987006907600000090060103003000209621090470040006058800000300000000041,168542937234987516957613824795264183483751269621398475349126758816475392572839641
600000239700003060034659108092086040000010000346000815423700650917200003568431702,651847239789123564234659178192586347875314926346972815423798651917265483568431792
006020050015000476007006900940017065001205300852063010508074690060052004000089507,496721853215938476387546921943817265671295348852463719538174692769352184124689537
000208000010070020702130840039500672057020080260907000000003090906700300470800061,645298137318674925792135846839541672157326489264987513521463798986712354473859261
000069035800035400532047009915074026246981753087650094000516342451700968020090070,174869235869235417532147689915374826246981753387652194798516342451723968623498571
000500800538140970740028510053010008401002090200000300300260400002804100000051000,129573864538146972746928513953417628461382795287695341315269487672834159894751236
005930000006847000907060038382504000700003059090608024000301007173400060028050093,815932746236847915947165238382594671764213859591678324659321487173489562428756193
007010503560907001000000090000620074002090010006000309270000030600053182001200407,947812563568937241123546798319625874782394615456178329275481936694753182831269457
416728003032150040590600207200075630365980700007263050003507160054816002001390485,416728593732159846598634217289475631365981724147263958823547169954816372671392485
640570200008432790020600001801950300534027010972103084700216045010740063490385102,649571238158432796327698451861954327534827619972163584783216945215749863496385172
030000100005100079710090500000003000000405912040960000900826340600047290007000080,839752164265134879714698523198273456376485912542961738951826347683547291427319685
400258031820000004005300809901000008038019040000043090000400980580031402300782000,479258631823196754165374829941527368738619245652843197217465983586931472394782516
089000210700050000030001650300000000600103000900046378000300700000065002140290500,589634217716952843432871659358729461674183925921546378265318794897465132143297586
010905406462003009958406100821607940030508000090241368083102004209060051040850230,317985426462713589958426173821637945634598712795241368583172694279364851146859237
065081020003700501170450060000500002000296470000030006650903810301600094027100630,465381729893762541172459368736514982518296473249837156654923817381675294927148635
705389060100046008046521370572060081090100002061802745687205090203000800910608200,725389164139746528846521379572463981498157632361892745687215493253974816914638257
002700086001092370000300009918053067400970500250010800700000640040687920080520701,392745186561892374874361259918253467436978512257416893725139648143687925689524731
050030400004750068006412509500164897600000304947083021095000703060008045800005200,159836472324759168786412539532164897618297354947583621495621783261378945873945216
064875009815600430007413058049057206786040090053000704490030562000504870508061943,364875129815629437927413658149357286786142395253986714491738562632594871578261943
060400095203759806094286170640823010080017000020045608850392460036108900900564301,768431295213759846594286173645823719389617524127945638851392467436178952972564381
000206870780051630602703091000800025054009706876500003105970068427018000960020000,513296874789451632642783591391867425254139786876542913135974268427618359968325147
900000534100030090763945000890070000005060019400520780310700002602050000500100803,928617534154238697763945128896371245275864319431529786319786452682453971547192863
000067092090180070060209010800473069004006001000851000157000830086040020042700000,418567392293184675765239418821473569534926781679851243157692834986345127342718956
307009006400000857060100320000060704689001000704253060900812003073000080850034690,327589146491326857568147329235968714689471235714253968946812573173695482852734691
000000100406187023070435080012004009709863051030010067380001002027340610000500390,853926174496187523271435986612754839749863251538219467385691742927348615164572398
300000700570460301000079056006041802043502060090006010015820000000000040000000029,369215784572468391481379256756941832143582967298736415915824673627193548834657129
607201500030090648000060000304072051526080304700504060002010905900300107170050006,687241593231795648459863712394672851526189374718534269862417935945326187173958426
000709530000063200000240009500000080001908460800320090109800350350004608400005000,214789536978563241635241879593416782721958463846327195169872354357194628482635917
300574009100093462004601030079050843001930750080067000035006214700005000460000075,326574189157893462894621537679152843241938756583467921935786214712345698468219375
436100000720368405950270631009056240580702169672940308000000803047080010893600004,436195782721368495958274631319856247584732169672941358165429873247583916893617524
016900208400710000030400060090000006001009837800063000009074010060300079000000302,716935248428716593935482761293847156641529837857163924389274615162358479574691382
009510602000420009200007000471080265063002400082060000130075026000038054820601703,749513682318426579256897341471389265963752418582164937134975826697238154825641793
805702190010000076742691300000100805031008907008073040106040583000360419003800000,865732194319584276742691358974126835631458927528973641196247583287365419453819762
605900000008004560149705800960850071800070600004010082080000390091080047020090008,635928714278134569149765823963852471812479635754613982587241396391586247426397158
978000012032950780105728630010600405400300000827090300504879003293005847701043000,978436512632951784145728639319682475456317298827594361564879123293165847781243956
004090000907408010800760402306071000205040300000200185093600050600307900002980007,524193768967428513831765492386571249215849376479236185793612854648357921152984637
103000000540000067000000900080065000760800031000102000400000300007493058310657492,193786524542931867876524913281365749765849231934172685459218376627493158318657492
351009060078502000460300000500000679180000040000090100600004087240078001800100000,351849762978562314462317895534281679189756243726493158613924587245678931897135426
096005300000980204302004970863007020009102000040890537030000000620001003018050002,496725318157983264382614975863547129579132486241896537934268751625471893718359642
040029780209370400680000020000400270493207851005000000800106547004702690006845000,341629785259378416687514923168453279493267851725981364832196547514732698976845132
300010400800200901010800020100002000090050013075901062009008006600305000040027109,362519478857264931914873625136782594298456713475931862729148356681395247543627189
009000004084900650050310092000540003500109420001207500800000200100003900625700048,219685734384972651756314892962548173578139426431267589893456217147823965625791348
068042500540196270720538460002901650617854329405023007254389700386017940901460830,168742593543196278729538461832971654617854329495623187254389716386217945971465832
740219005080007046020800000953100028410302007602040003000480100000690702800000300,746219835189537246325864971953176428418352697672948513267483159534691782891725364
824160097631200854700800126073540689506093040400020005052086903908007560360952000,824165397631279854795834126273541689586793241419628735152486973948317562367952418
000359608500286470068070503406800050900007000030005084800031260010000800027060105,741359628593286471268174593476813952985427316132695784854731269619542837327968145
240006813960008040000040695190002500830095070600007020006800030009001000480600752,245976813963518247718243695197362584832495176654187329576824931329751468481639752
209600358050203796380000421100005070900801532005070060792000015040100200010500003,279614358451283796386759421124365879967841532835972164792438615543196287618527943
890500012001830956045219038010653809560792143200048605904000560006001200070965080,893576412721834956645219738417653829568792143239148675984327561356481297172965384
070906285600000009200405160809750041102003500300001006926300700034060002518004093,471936285685127439293485167869752341142693578357841926926318754734569812518274693
000900000060005100003000270001007000090080010070512008800250063000008520504073080,742931856968725134153864279281397645395486712476512398817259463639148527524673981
042070080500600000800400753795320000010985302280061004650230908109006400300100625,942573186537618249861492753795324861416985372283761594654237918129856437378149625
093604500000012408082005006819200600547009302000000700350940071061028043900007865,193684527675312498482795136819273654547869312236451789358946271761528943924137865
640001008100407630000680540510873004800900107076000080350720806760109420094568713,642351978185497632937682541519873264823946157476215389351724896768139425294568713
749125008000476290052983040497002000218500700563810429100608972800740013970231800,749125368381476295652983147497362581218594736563817429134658972825749613976231854
160005900400009006039001287710006309000907010080300000003058700871004032000720801,168275943427839156539461287714586329352947618986312475293158764871694532645723891
001806700074315906956020010020548309605209074340060582513602497408973200000100608,231896745874315926956427813127548369685239174349761582513682497468973251792154638
001532080805097001007410060004160000000005043500700800600020070029300050070004000,961532487845697231237418569384169725716285943592743816658921374429376158173854692
003081000810760403570423100000850200400307509185042037290038705301070890058090006,643581972812769453579423168937856241426317589185942637294638715361275894758194326
960180704071934806004605210427513608510840027809267045640790580753420901108306472,965182734271934856384675219427513698516849327839267145642791583753428961198356472
008002370047809210600517490000000104986174523014380000002400030001003907400700002,198642375547839216623517498375926184986174523214385769752498631861253947439761852
054103780300408010918000002590801047187040690203709850000970000700084000069510004,654123789372498516918657432596831247187245693243769851435976128721384965869512374
407120003093560001180379250070030005530710090619000327000600010700003080060801000,457128963293564871186379254872936145534712698619485327328657419741293586965841732
050920007806010020209060000302706040584000000060205308740600200605030974900401086,451928637836517429279364851392786145584193762167245398748659213615832974923471586
400258069256093000080410050630001007100075480074082930320060198805030070960807045,413258769256793814789416253638941527192375486574682931327564198845139672961827345
871256000245007016306018050904071020700642091002983570029060003080029140510834900,871256439245397816396418257934571628758642391162983574429165783683729145517834962
072050008908070305000000001000307800003004007080092004351028476800065013640700500,472153698918276345536849721264317859193584267785692134351928476827465913649731582
000050704005160008930078100089000000407000000601000023870009050004030000000507086,168952734745163298932478165389621547427385619651794823876249351514836972293517486
000906100032004680067000524670003952395700400240695001810059746450060003720000000,584926137132574689967138524671483952395712468248695371813259746459867213726341895
000000930520739600390050700000492300040005298219803004050360420160900803030548000,471286935528739641396154782685492317743615298219873564857361429164927853932548176
210300006000000809084900200300210008000000003870000000090120075026408001003000400,219387546637542819584961237345219768962874153871635924498123675726458391153796482
000017080010090700572000049247005600051030470098674001000048030036050824004300010,469517382813492765572863149247185693651239478398674251125748936736951824984326517
046009000000106700710000000635790004170268000200400001520007300007802000009000050,846579132953126748712384965635791824174268593298435671521947386367852419489613257
167009480548706039230481705005800397094657200070200004050178903000960540910000806,167539482548726139239481765625814397394657218871293654456178923783962541912345876
709083426825674390300201570108400000000010280000360157600725900450030800032046710,719583426825674391346291578178452639563917284294368157681725943457139862932846715
900531400000079080000400070200000700613800024004302618306000807020004090140980206,978531462432679581561428379289146735613857924754392618396215847825764193147983256
000540100070902504504081090020100000000604031400308607340060810982013000700000043,239546178178932564564781392623179485857624931491358627345267819982413756716895243
060000010050810002410000800800006297090302600624009005040000009582091036903405128,268953714357814962419627853831546297795382641624179385146238579582791436973465128
270013904810009372369204000940157038007398100130020090090685400000942701052701609,275813964814569372369274815946157238527398146138426597791685423683942751452731689
268900001009400003130005002000300100500200004310700820090128007001603008003040206,268937541759412683134865792942386175587291364316754829695128437421673958873549216
008590060005261897900847002000050010600104708107029450460370000800016040000480300,728593164345261897916847532234758619659134728187629453462375981873916245591482376
000450028040000005000920001006000810800006003000045200109280560068030002020000000,397451628241768935685923741456372819872196453913845276139287564768534192524619387
708510009506800307910300000000100005000048070002000900301000008060000700000920400,738512649526894317914376582473169825695248173182735964341657298269483751857921436
075040020039108047028000060703005216001000705002600008080310002210009000300200600,175946823639128547428753169743895216861432795952671438586314972217569384394287651
607304000243109700000780040410073582092001374738040106074290030020607010069000800,687324951243159768951786243416973582592861374738542196174298635825637419369415827
107640890960070534030000761013502649496000250000060017500027006308906075009800103,157643892962178534834295761713582649496731258285469317541327986328916475679854123
970548000001297000208136075050304000000005603019080754000063000090751832000420516,973548261561297348248136975652374189784915623319682754125863497496751832837429516
001046050008200000200085169680470012000562843000018506820050091907800605306009704,791346258568291437243785169685473912179562843432918576824657391917834625356129784
230007590710490320680023401020700805048200709070854062300640917060005283801300600,234187596715496328689523471126739845548261739973854162352648917467915283891372654
006400001508026309002000680000079006100260070207150403070640000000900010023800700,796483251518726349342591687485379126139264578267158493871642935654937812923815764
086420935500009600001005427034650000020900364010240080009070853250096741100004206,786421935542739618391865427934658172825917364617243589469172853258396741173584296
600800340319520678450007129045273016003040790760980400500700200004056000800000500,627819345319524678458367129945273816183645792762981453591738264234156987876492531
020006308600470200000050400730000004050701000860042005140000600098000000006804010,425916378613478259987253461739685124254791836861342795142539687398167542576824913
018906342934002010060310080000030021050208090000400607070080000385000170290100008,518976342934852716762314985649735821157268493823491657471583269385629174296147538
050020009090830000043791856032010040160009570005008920019470200500080160780150090,851624739697835412243791856932517648168249573475368921319476285524983167786152394
071809060000702905030064287486000002910620004307005008703900020002583009004271000,271859463648732915539164287486397152915628374327415698753946821162583749894271536
300604209928057463100000007260070104010000000574030000000860730631000028005200900,357684219928157463146392857263578194819426375574931682492865731631749528785213946
003010689076003054190068003000002006030000500709050000008426090060005000902030000,253714689876293154194568723485372916631849572729651438518426397367985241942137865
004209008370000500980003000000400070090005004548090620000038496830000102450060007,164259738372814569985673241213486975697325814548791623721538496836947152459162387
100000500600800904370006001400078000000409007000000000200500098700084016016307040,198742563625813974374956821432678159581429637967135482243561798759284316816397245
506004702903217500070003149001056924000300006605492371009000600860025493050609200,516984732943217568278563149731856924492371856685492371329748615867125493154639287
001000367625000010003000009900600720136000045070100030348069072009700000000208004,491825367625397418783416259954683721136972845872154936348569172269741583517238694
080027003536000097010000508021600430600050070050000800308010700002390000000708002,984527163536481297217936548821679435643852971759143826368214759172395684495768312
060001507003079100120035049000198000900000000631724800015080400080402950090503018,869241537453679182127835649572198364948356271631724895315987426786412953294563718
604750918000082403830004000200000780408030000905041630500120009092360840081009250,624753918157982463839614527213596784468237195975841632546128379792365841381479256
003020087047000000860790400280001040030000708006958231604807109395402876708000024,153624987947183562862795413289371645531246798476958231624837159395412876718569324
306100000419700320008290046231000504607504000800306009503471080974800050102659403,326145897419768325758293146231987564697514238845326719563471982974832651182659473
020003100000002076740601300200005030006830200800060041100007000060020400030006085,629783154351492876748651329294175638516834297873269541185347962967528413432916785
300005900000700580002008003030057098905002006000890351407200030063000100209436800,348125967691743582572968413134657298985312746726894351457281639863579124219436875
860001000003890520004500801130200085070000142002150630021600050358400907007005003,865721394713894526294536871136249785579368142482157639921673458358412967647985213
094200578007060001030000620085301400300002705702600009400020807526800100000000000,694213578257468931138759624985371462361942785742685319413526897526897143879134256
082070005040600180903050040374500819600840052000309406406905000800000590090000620,182473965745692183963158247374526819619847352258319476426985731837261594591734628
010023400604107900090004103008000000060000209040206008126400500070500000980760020,817923465634157982592684173258379641761845239349216758126438597473592816985761324
070020000006500407291040058060800012502010090900000000000105270000900500000037100,475628931836591427291743658764859312582316794913472865349185276127964583658237149
908164200026000400701000090000400900003295064009308070030800740500043800104029000,958164237326987415741532698215476983873295164469318572632851749597643821184729356
000160289089400173213008000105080006970001320304290800001004000540800700800000051,457163289689452173213978564125387946978641325364295817731524698546819732892736451
000070006000001050058960000046300007020756100000009260074608000809400605612003080,391875426467231859258964371146382597923756148785149263574618932839427615612593784
900000000000004719060000003825790100609841070000320960580009640000050080201080590,917538426358264719462917853825796134639841275174325968583179642796452381241683597
080030725900000083200005940020000106015009000007040090006058009000490207590100408,681934725954712683273865941429587136315629874867341592746258319138496257592173468
070250314010093000643780095000030000730928406925047100390002540156070000004019607,879256314512493768643781295468135972731928456925647183397862541156374829284519637
000004902032009000000800100750080000020407000083020504000190060490700301006200800,861574932532619748947832156754386219129457683683921574278193465495768321316245897
003090200940026375027005100010872450000000030765900010001008720000400001470009500,153794268948126375627385149319872456284561937765943812591638724832457691476219583
640093000702085639309160080481900765000510098000078020075320900120749003904056007,648293571712485639359167482481932765267514398593678124875321946126749853934856217
000000047507304008049070325460009780810637400005082103008000070056890000230050001,381925647527364918649178325463519782812637459975482163198243576756891234234756891
100704005940050001500821469207169000004200390095430600001300900420070150300008724,186794235942653871573821469237169548614285397895437612751342986428976153369518724
000098500300210004078040100000051000621030850785609001000004002040063005936502410,164798523359216784278345196493851267621437859785629341517984632842163975936572418
018792030094000701007100900250837194000025867009400000402000510800013000900080200,518792436694358721327146985256837194143925867789461352432679518875213649961584273
000706020063001807970235461007904002692310004514800009021000000450070008080620005,145786923263491857978235461837954612692317584514862379321548796456179238789623145
126030007800617243040900000281059000570261984400083005000000430000348719900002600,126834597895617243347925861281459376573261984469783125718596432652348719934172658
038900064700016203650324008010690835906501400520040000105003670800100340360470080,238957164794816253651324798417692835986531427523748916145283679879165342362479581
000274100000098067080000024275400008301089652806532701758040000602007010910020870,569274183423198567187365924275416398341789652896532741758941236632857419914623875
320000804000253790000700301000026010105074000030015000609430070803002105040500000,327169854418253796596748321784926513165374982932815467659431278873692145241587639
020900007000520149009006000432070096070060402190040000200008301017403600358002970,521934867683527149749186235432871596875369412196245783264798351917453628358612974
000612493400503081931007060600050208047000130128700904070068015306900840050301000,785612493462593781931847562693154278547289136128736954279468315316925847854371629
268053079430070201071204803710600304026480100000090726157008030840030917693002008,268153479435879261971264853719625384326487195584391726157948632842536917693712548
234570980010090435008004600009605012000003008020741300060000050100402000087150060,234576981716298435598314627349685712671923548825741396962837154153462879487159263
000610000030090856094530007100800070050000982078325000705403600800270531326050000,587612493231794856694538217162849375453167982978325164715483629849276531326951748
072890315010376428000205976401082650280063000009001800306009704704030500090400200,672894315915376428843215976431982657287563149569741832356129784724638591198457263
001300907732698001000021008260480019010000500970210860306002100100009000007046093,681354927732698451549721638265487319418963572973215864396872145124539786857146293
800003705050080239037952401908430020021760903305219608786300512240001806000026304,892143765154687239637952481968435127421768953375219648786394512243571896519826374
856024009190000000020100765039400071000971500018563900300247000601059002900010850,856724319197635248423198765539482671264971583718563924385247196671859432942316857
023768591501239840090541372167800453302604908900150267735020184640310729219087635,423768591571239846896541372167892453352674918984153267735926184648315729219487635
690700008741000203500020000000185024009064187000000530003251670127600845900847302,692713458741598263538426791376185924259364187814972536483251679127639845965847312
810605492270080015050091000001000086307816200040500073905040001000053028000100549,813675492279384615456291837521437986397816254648529173985742361164953728732168549
652407000731950008040300006590000700100000834070060000000649080407000010280071000,652487391731956428948312576594138762126795834873264159315649287467823915289571643
290640731540003009003091524006000005479006203380007040000000050800069417054018390,298645731541273869763891524126384975479156283385927146917432658832569417654718392
347080000050024600006007000620009450710060000490000700132700065000050040070900803,347681592951324678286597314623879451718465239495132786132748965869253147574916823
740300500300100040208750300600400120400002005090000704060500400004010900900803001,746329518359168247218754396687435129431972865592681734163597482874216953925843671
026980010070042000805060430040806921000004807010207003200009000060318000084025300,426983715371542698895761432547836921932154867618297543253479186769318254184625379
020090000901706402607532090400058070065127009700043005006019004503064010180005903,328491756951786432647532198432958671865127349719643825276319584593864217184275963
700050000030000415002001000800925643003006000620307500205690030300208054090573068,741859326938762415562431879817925643453186792629347581285694137376218954194573268
200410030100006000306000409000145092004980070892670140000390060637000981001760354,278419536149536728356827419763145892514982673892673145485391267637254981921768354
010006000506371480208405100902687041801930070630504900064058200300240017020163854,413826795596371482278495163952687341841932576637514928164758239385249617729163854
580090704034060810001008035007002106025006003160054080000275008006081507008000320,582193764934567812671428935497832156825916473163754289319275648246381597758649321
040050703280100000036420100020610009000072800063000010600235900094700030052000001,149856723287193465536427198728614359915372846463589217671235984894761532352948671
000068005095072360687003200926000000000030982000209706031506007000041000869000001,243968175195472368687153294926784513714635982358219746431596827572841639869327451
971860230600023050352004816080000600230010008006000420020001709010700005709000140,971865234648123957352974816485239671237416598196587423523641789814792365769358142
792680001008900307000247009007894210000032095000005730900426000080070460560008000,792683541648951327135247689357894216416732895829165734973426158281579463564318972
090047280040089006070005000056700030200060940804003700080006300160070004400918050,591647283342189576678235419956724138237861945814593762789456321165372894423918657
090001760000604830630075400800060003006108070007400008702080349060003080000040210,498321765275694831631875492849762153326158974157439628712586349964213587583947216
300004500000530740045701080280190005090406100406208903700015004650320090830000207,372984516168532749945761382287193465593476128416258973729815634654327891831649257
501040006080000040462089100000800009750003001300460050005728030000006200030154700,571342986983617542462589173614875329758293461329461857195728634847936215236154798
083549000006078001540102000010905047074036015050010009835290060000403592029051308,183549726296378451547162983318925647974836215652714839835297164761483592429651378
002000000780920053056070020915408762200597001800602000530740210009100408140080006,492365187781924653356871924915438762263597841874612395538746219629153478147289536
301250006005004001704390000000072100807900062052040703040010650009506004030429017,381257946925864371764391528493672185817935462652148793248713659179586234536429817
000003760083000000670089534009800053350007080006310290530028006204600805168054029,925143768483576912671289534719862453352497681846315297537928146294631875168754329
960028701501609080000000900318900405457000609000700800004300000189540037630080090,963428751541679382872135946318962475457813629296754813724391568189546237635287194
030005609498670010010089004003040800000026700706853401074291508080000930062008140,237415689498672315615389274153947826849126753726853491374291568581764932962538147
500700000000029500000408023020300879037895210800260345054603008700901002906580407,542736981378129564169458723625314879437895216891267345254673198783941652916582437
201030004640072589009000103500000800000705010096000007030507908965803041000409000,251938674643172589789654123517346892824795316396281457432517968965823741178469235
000054862000008051815026070098460107004781090000209040047000026689500710100090000,973154862426978351815326479298465137364781295751239648547813926689542713132697584
000000010000020000019084250100007960007000380003001000456978002082003096090402075,274359618538126749619784253125837964967245381843691527456978132782513496391462875
100048000045003070000060510376025140010070005000916000008059421602400000050230080,167548392245193678983762514376825149819374265524916837738659421692481753451237986
075134000423586001000009300009601700158047200000928503312065007680000025094002030,975134682423586971861279354239651748158347269746928513312865497687493125594712836
030000000716000009000079231060300000800002173000000486025034900309205060001086320,932851647716423859548679231167348592894562173253197486625734918389215764471986325
504723816803406709060805230079108005105040680000300092057004001002539070008071520,594723816823416759761895234279168345135942687486357192357284961612539478948671523
501860900763109005200035000098350000005008000010006700024000097007021804856000132,541862973763149285289735416498357621675218349312496758124683597937521864856974132
183400005270089001090100074800900000050003908002700500728390050469850002000007009,183476295274589361596132874831945627657213948942768513728394156469851732315627489
